"questionType","prompt","optionA","optionB","optionC","optionD","optionE","correctAnswer","explanation","ecoDomain","performanceDomain","imageUrl","status","difficulty"
"multiple_response","A project manager for a software project is creating a schedule. Which three actions should the project manager take? (Choose 3)","Identify project activities.","Determine the stakeholder communication preferences.","Estimate activity durations.","Assess stakeholder risk tolerance.","Identify the activity dependencies.","A,C,E","At the beginning of a project, the project manager needs to determine the project activities, their durations, and dependencies in order to complete a schedule. These activities are typical of the execution of the schedule management plan, which results in a schedule.

Communication with stakeholders and understanding their risk tolerance are both essential for project success. However, these aspects are typically addressed within the stakeholder engagement and risk management plans, respectively, not directly within the schedule.","2.1.3","Predictive","","draft",""
"single_choice","A project manager is decomposing the scope of a project to scrap a squadron of submarines. Where will the project manager record details about the deliverables, activities, and scheduling information for each component of work?","Schedule baseline","WBS dictionary","Work package","Project management plan","","B","The WBS dictionary is a document that provides detailed deliverable, activity, and scheduling information about each component in the work breakdown structure (WBS). In a work package, which is the part of the WBS that contains the most granular level of detail, the work is defined, and cost and duration are estimated and managed. The dictionary provides details about the WBS, which is the information the project manager is looking for.

Schedule baseline is not correct. This is the approved version of a schedule model that can be changed using formal change control procedures and is used as the basis for comparison to actual results. Finally, all the items mentioned here are part of the project management plan, so that is not the correct answer.","2.2.3","Predictive","","draft",""
"single_choice","A project to resurface a city’s roads and upgrade all the bus stops with solar panels is scheduled to last for 2 years. The total budget allocated by the city is US$2 million.

After 6 months, the project manager wants to know the value of the work completed since the start of the project. Which metric is required?","Actual cost (AC)","Cost variance (CV)","Planned value (PV)","Earned value (EV)","","D","The project manager wants to calculate earned value (EV). The EV tells the project manager the value of the work completed since the start of the project. To determine this, they need to know the budget at completion (BAC) value and the amount of work completed since the project began.

Earned Value (EV) is the measure of work performed expressed in terms of the budget authorized for that work. Actual Cost (AC) is the realized cost incurred for the work performed on an activity during a specific time period.
Cost Variance (CV) is the amount of budget deficit or surplus at a given point in time, expressed as the difference between the earned value and the actual cost. Planned Value (PV) is the authorized budget assigned to scheduled work.","2.3.1","Predictive","","draft",""
"single_choice","A project team is working on a 6-month software project with a budget of US$150,000. After 3 months, the team assesses the project's progress. At this point, the team determines that US$70,000 worth of work has been completed, but the planned value for this stage was US$75,000.

What is the schedule variance (SV) for this project?","-US$5,000","US$75,000","-US$80,000","US$145,000","","A","To calculate the schedule variance (SV), we use the formula:
SV = EV – PV

Where:
EV (Earned Value) is the value of the work completed.
PV (Planned Value) is the value of the work that was planned to be completed.

EV is given as US$70,000. This represents the value of the work completed after 3 months.
PV represents the value of the work that was planned to be completed at this point, which is US$75,000 according to the project plan.

Now, calculate the SV:
SV = EV - PV
SV = US$70,000 - US$75,000
SV = -US$5,000

Consequently, the SV for this project is -US$5,000.

A positive SV indicates your project is ahead of schedule.
A negative SV indicates your project is behind schedule.
An SV equal to 0 indicates your project is on schedule.

The answer indicates that the project is behind schedule by US$5,000.","2.3.2","Predictive","","draft",""
"single_choice","A hybrid development team is working on a complex Internet of Things (IoT) solution, and the project manager observes a characteristic that exemplifies positive agile team dynamics.

Which of the following is that characteristic?","The project team defines the project vision on their own.","Team members develop multiple skills to effectively manage various aspects of the project.","Team members have I-shaped skills.","The team really enjoys daily standups and often continues them for about 1 hour.","","B","Team members who develop multiple skills to manage various aspects of the project effectively are ideal agile team members. These teams can be cross-functional and high performing.

The project vision is stated in the project charter so that answer is incorrect. If there is a product owner, then the person in this role can further shape or influence the vision. The team’s job is to execute the work. Agile project team members should have T-shaped skills. The letter T represents the combination of a broad set of diverse skills (the horizontal line indicating breadth) and some expertise in a single field (the vertical line showing depth in a single area). The I-shaped person, in contrast, is deeply skilled in one area. Finally, if a team has a daily standup for 1 hour each day, then they are not performing this agile ceremony correctly. The daily standup is timeboxed to between 10 and 15 minutes and follows a set agenda wherein each team member states: what they did since the last meeting, what they will do next, and what challenges or obstacles they face.","3.1.3","Agile","","draft",""
"single_choice","A project to build a parking garage is using a predictive development approach. Toward the end of the project, the project manager wants to run a few iterations to test traffic flow and capacity and has asked the team to plan four timeboxed iterations based on information in the work breakdown structure (WBS).

How can the project team plan the iterations based on the existing WBS?","Convert the work packages listed under the relevant control account.","Match the levels of the WBS to levels in a story map template and plan a release.","Translate the content of the work package into user stories and place them on a product backlog.","Create an iteration backlog for each related work package.","","C","Projects can change development approach at any time, and incorporating a different way of planning is possible if you understand the similarities and differences between project planning using a work breakdown structure (WBS) and agile planning techniques.

The work planned in the WBS, specifically in the work package level, should be converted to user stories first and then the project team should work with the project manager or a product owner, to approve the work.","3.2.3","Agile","","draft",""
"single_choice","In a daily standup, the following conversation takes place. Which team member’s statement is in the correct format for standups?","Team member J gives a review of the Six Sigma training they attended and encourages everyone to try it.","Team member A provides details of a code they are debugging.","Team member K asks the project team to vote on whether they should lease or buy the equipment needed for the next phase.","Team member M states that the feature set they started yesterday might be working by the end of today and describes a communication problem.","","D","Team member M’s update aligns with the recommended format of a daily standup: what was done, what will be done, and any blockers. The other project team members are giving updates, but they're not relevant to project work or they give too much detail for the daily standup, which is supposed to last between 10 and 15 minutes and give everyone a chance to report on what was done, what's next, and blockers.","3.3.0","Agile","","draft",""
"single_choice","An agile project team is working with a very busy key stakeholder, who does not respond to emails and communications right away.

How can the team align this stakeholder with the project team’s way of working?","Send a formal, monthly report to the stakeholders.","Ask the stakeholder to attend a weekly status meeting.","Invite the key stakeholder to the iteration review meetings.","Send the stakeholder a daily email with the project status.","","C","Inviting stakeholders to the iteration reviews aligns with the agile way of working, allowing them to be updated frequently and directly and giving them the opportunity to provide immediate feedback.","3.4.0","Agile","","draft",""
"multiple_response","A junior team member joined a team working in a Scrum environment. The project team is coaching the new team member and has delegated the simplest tasks for planning the next iteration.

Which two tasks should the junior team member complete? (Choose 2)","Assist in prioritizing tasks based on their dependencies.","Update the iteration backlog as tasks are completed or changed.","Process stakeholder feedback.","Facilitate the daily scrum meeting.","Track performance metrics using earned value analysis.","A,B","The junior team member can help to prioritize tasks and update the iteration backlog, as directed by the team. These are the simplest tasks on this list. The daily scrum is generally facilitated by the scrum master, and, therefore, would not be the junior project coordinator's direct responsibility. Another interpersonal task on this list is processing stakeholder feedback. The junior team member would have to know how to check, filter, and prioritize that feedback so it is applied effectively—this task requires some level of experience. Metrics tracking and the earned value analysis method also requires expertise and knowledge that a junior team member may not have.","3.5.0","Hybrid","","draft",""
"single_choice","A business analyst has identified stakeholders for an initiative and performed an initial classification. Most are listed as neutral, but one is classified as resistant. The business analyst plans to speak to the resistant stakeholder personally.

What should be the goal of the business analyst's conversation with the resistant stakeholder?","Persuade them to remove themselves from the list of stakeholders.","Discover why they are resistant to the initiative.","Determine how much power the stakeholder has.","Convince them to take on a leadership role.","","B","When stakeholders are identified for an initiative, it is because they are either going to affect or be affected by an initiative. It would, therefore, be illogical for a stakeholder to be removed from the list once they are identified. Once identified, a business analyst can classify all the stakeholders into one of the 5 levels of engagement – “Unaware”, “Resistant”, “Neutral”, “Supportive”, and “Leading”. This helps to show the relationship of the stakeholder to the project. In the case of a resistant stakeholder, we try to understand the source of their resistance so that we can take action to facilitate their support, or at least be able to manage their engagement effectively.","4.1.2","Agnostic","","draft",""
"single_choice","A business analyst is working with a development team to explore a solution for an internal app. Which tool or technique should they use to visualize the product for the end user?","Use case diagram","Wireframe diagram","Process flow diagram","Story map","","B","A wireframe is a type of prototype, specifically a mockup of a user interface design, used to show what a screen would look like. It can be low fidelity—for example, a sketch—or high fidelity like an actual representation of the final user interface.

A use case diagram is a scope model that shows all the in-scope use cases for a solution. This is helpful for selecting a solution that is in scope for users. Process flow diagrams visually map the steps people take in their jobs or when they interact with a solution. We use a story map to sequence user stories.","4.2.1","Agnostic","","draft",""
"single_choice","A company is exploring a new mobile technology to improve a business process. Which is a key output of the business analyst's investigation?","Project Charter","Business Need","Situation Statement","Scope statement","","C","Once the problem or opportunity is understood, the situation statement should be drafted documenting the needs or the opportunity to be explored.","4.3.0","Agnostic","","draft",""
"single_choice","Which statement about the product roadmap is correct?","A product roadmap specifies the features, tasks, and resources for each phase of the product development cycle.","A product roadmap is a static document that defines the scope and requirements of the product.","A product roadmap helps the product team manage their daily tasks and track their progress against the product backlog.","A product roadmap is flexible and adaptable to changing market conditions and customer expectations.","","D","A product roadmap is flexible and adaptable to changing market conditions and customer expectations. A product roadmap is a high-level plan that outlines the vision and direction of the product over time and communicates the why and what behind what a project is building. A product roadmap should include the market and customer needs; it is not a static document that defines the product scope and requirements. The other options are more related to the product backlog, which is a list of features, tasks, and resources for each phase of the product development cycle.","4.4.1","Agnostic","","draft",""
"single_choice","A business analyst is working on a complex software initiative for a financial institution. The stakeholders approve a project and create a project charter. The assigned project manager decides on an agile development approach.

Which statement describes the kind of work this business analyst can look forward to on this project?","Create a detailed project plan with specific milestones and deadlines.","Act as a liaison between stakeholders and development teams, facilitating communication and collaboration.","Document extensive requirements in a comprehensive requirements specification document.","Focus on risk assessment and mitigation strategies to facilitate project success.","","B","In agile methodologies, such as the Scrum framework, business analysts play a crucial role in bridging the gap between stakeholders (including business owners, product owners, and end-users) and the development teams. Facilitating communication and collaboration between stakeholders and development teams is a fundamental role of a business analyst in agile. Business analysts help ensure that requirements are understood by the development team, provide clarification, and gather feedback from stakeholders to refine requirements as the project progresses.

Creating a detailed project plan with specific milestones and deadlines is not typically the primary responsibility of a business analyst in agile. Agile focuses on flexibility and adapting to change, so planning is done incrementally during iterations or sprints. Documenting extensive requirements in a comprehensive specification document is more aligned with predictive approaches. In agile, requirements are typically captured in a more dynamic and lightweight manner, such as in a product backlog, and are subject to frequent changes based on stakeholder feedback. While risk assessment and mitigation are important in any project, agile approaches emphasize adaptability and addressing risks as they arise during development rather than extensive upfront risk assessment.","4.5.1","Agnostic","","draft",""
"single_choice","A business analyst is working with a celebrity stakeholder to create user stories for development of a new brand of perfume.

As a successful singer with a global reputation for sophistication, I want to be able to offer an equally sophisticated perfume so that I can increase brand awareness and make my fans happy.

Which of the following options is part of the possible acceptance criteria for this user story?","Enough people are surveyed and respond positively with an average Net Promoter Score® (NPS) of 8.","The sales team identifies 35 new channels to stock the perfume.","The project team hires the best perfume designers.","The customer test groups consistently approve the design and scent as “sophisticated”, and with a likelihood to recommend (LTR) of 4/5.","","D","The user story connects the business requirements to the solution requirements. Acceptance criteria captures further detail about the users’ needs. The criteria describe what should be completed, using specific enough terms, to guide the approval process. From this list, the last option describes how the team will know when the customer test groups have approved the product design and scent, so the team can know that development can begin.","4.6.2","Agnostic","","draft",""
