"questionType","prompt","optionA","optionB","optionC","optionD","optionE","correctAnswer","explanation","ecoDomain","performanceDomain","imageUrl","status","difficulty"
"single_choice","A virtual project team has been working together for a month. During this time, they have bonded a little, and then at an in-person team-building day, they finally meet each other. At this meeting, the team decides they would like to make a change to the weekly status meeting ground rules and include a little time for socializing. They think it will help to ease the feelings of isolation many of them express. The current team charter states that status team meetings are to be used for work purposes only.

What should the project manager do first?","Allow the team to schedule a separate meeting during work hours for socializing.","Change the ground rules to allow socializing during the first 10 minutes only of weekly status meetings.","Schedule another collocated team-building event soon.","Poll team members to measure support for changing the ground rules.","","D","For a change to the ground rules, the team’s consensus is key. All of the other choices are definitely possible but will impact the project negatively. A separate meeting would risk taking team focus away during working hours; changing the ground rules and limiting it would seem autocratic; another team-building event would be costly in time and money.","I.11
I.2
I.14","Hybrid","","draft",""
"single_choice","A project team is brainstorming a complex issue with the prototype in development. They have consulted numerous experts in the field and together, have narrowed down the choice of possible actions to two.

How should the team decide which action to take?","Empower the team lead to choose.","Choose based on lower cost.","Use the Delphi technique.","Review the project management plan.","","C","This team is cohesive and is doing the right things to problem-solve. They have already consulted the experts, as this is what the Delphi technique calls for, so there is reason to think they can continue to employ this unanimous decision-making method of consulting experts and arriving at a course of action based on their advice.","I.4","Agile","","draft",""
"single_choice","A racing team has just finished a season and is preparing for next season. The owners think they should change the way the business works to make the company more efficient and have better control over outcomes and budget. The team engineers want to continue researching and running highly experimental design and technology developments. The racing team has hired a project manager for consultation.

What should the project manager recommend?","Ask the owners to adopt a “fail fast” mindset to follow the lead of the engineers.","Ask the project team to identify areas for potential efficiencies using methods like Monte Carlo simulation.","Suggest the adoption of a company-wide cultural transformation based on the agile mindset that will foster holistic improvements.","Suggest initiation of a project based on achieving the business departments’ objectives and key results (OKRs).","","C","The conflict between control and innovation is common in business settings. The agile mindset and methodologies propose a way of providing a means to doing both simultaneously and in partnership. Without a culture change, this organization may continue to perceive that control by the owners is incompatible with innovation.","II.13
CI","Hybrid","","draft",""
"single_choice","An agile project team is working in an environment that is experiencing significant and disruptive upheaval. Team members are not performing well due to the stress, but work must continue.

What should the team do?","Rely on the agile coach to focus the team on desired outcomes.","Ask the product owner to add time to the schedule.","Continue working as normal.","Examine project closure or cancellation options.","","A","If work must continue, then the answer is finding a way to focus on the work. Extending deadlines or pretending nothing is wrong can be risky. Examining project closure options may be a bit drastic at this stage.","I.2
I.14","Agile","","draft",""
"single_choice","A project team is working in a remote location, and its operability is threatened due to severe supply chain disruption. This risk was listed in the risk register, but the severity of the disruption was not accounted for, so guidance on the response is minimal.

What should the team do first?","Seek expert judgment on the matter and revise the risk response","Focus on maintaining team coherence","Cancel the project","Escalate to an organizational resource that can help","","A","External enterprise environmental factors (EEFs) can often take us by surprise and pose serious threats, even with careful planning. In this case, the team should rely on expert judgment to figure out how to continue working as well as possible, given the difficult circumstances.","II.3","Hybrid","","draft",""
"single_choice","A project team relies on work with an overseas contractor. For years, this contractor accepted payment in the team’s currency, but have now notified the team’s company that after next month, future payments must be made in the contractor’s local currency.

How can the team deal with this problem with the least disruption to the team?","Do the work themselves","Suggest using a fixed price with economic price adjustments contract","Switch vendors","Renegotiate the contract rate, including a percentage contingency for fluctuating exchange rates","","B","Fixed price contracts with economic price adjustments allow for special provisions for predefined final adjustments to the contract price — e.g., inflation, cost increases (or decreases) for specific commodities. They are ideal for preapproved vendors or those who require international payments and are far more straightforward than accounting for fluctuating exchange rates.","II.11","Agile","","draft",""
"single_choice","An agile team is deployed to create a workable solution for helping a region with contaminated water supply. They are working with the government, contractors, and local residents to find the right technology to solve the problem. The product owner is trying to determine the urgency of the problem.

How can the team help the product owner?","Research the market and make a list of available technologies.","Work with the local stakeholders to find out how much they are affected.","Determine the cost of a few solutions.","Find out how many people are affected.","","B","The customers in this project are the local stakeholders, and the team is responsible for finding out their needs and desired outcomes. The cost, available technologies, and number of people affected will determine the course of action, but the required sense of urgency can only be known by asking those affected.","II.1","Agile","","draft",""
"single_choice","A project in a university to create a seed bank is complete. It was the first project used in the organization to use an agile approach. The deliverables were identified by the product owner. Some of the stakeholders are concerned about quality and have not signed off on the deliverables.

What is the best way to collect feedback on the definition of done (DoD)?","Create a temporary wiki site for stakeholders to provide anonymous feedback.","Review all the lessons learned to evaluate strategic alignment.","Send a satisfaction survey and then set up a focus group.","Conduct a product review meeting with the concerned stakeholders.","","D","Direct and regular feedback from stakeholders is a normal feature of agile development approaches. Since this is the organization’s first agile project, the stakeholders may not realize how the process relates to quality in an ongoing and continuous way. The best approach is to meet with them and review the product. Agile recommends face-to-face contact and colocation whenever possible.","III.3","Hybrid","","draft",""
"single_choice","A project team has just successfully completed development of an underwater exploration device, which has cost more than $US3 billion to deliver. The company immediately orders five more units to be delivered, but with a budget of $US1 billion. The stakeholders' reason for the reduced budget was since the technology has been developed, the project can be funded for building costs primarily, with a small amount for troubleshooting or development work. The stakeholders’ priority is to recoup some financial value from the first project.

How should the team and the product owner approach this situation?","Research the risk associated with the low budget for this work and present this to the stakeholders.","Explore with the stakeholders less risky ways to gain financial value from the first project.","Create a story map for the proposed development with the risks clearly accounted for in the work items.","Include a feature that addresses the risk approach to this work.","","A","Since the stakeholders’ priority is to recoup financial value from a previous project, their focus is on the money. You need to speak directly to them about the money, in this case how the low budget presents a risk that could create serious problems. Exploring other options will not address an additional risk inherent in this scenario—that of unrealistic stakeholder expectations. Both of these are part of the steward's role in the project.","I.8
II.1","Agile","","draft",""
"single_choice","A project team is worried about product packaging and presentation. They receive a lot of negative feedback about this during iteration demos.

How can the team improve their chances of customer acceptance?","Look through the customer’s social media accounts and perform a qualitative analysis of customer attitudes towards packaging.","Investigate changes in the external business environment related to consumer attitudes about packaging.","Revise the definition of done (DoD) with the customer.","Find better options for packaging.","","C","Finding better packaging is definitely the goal in this scenario, but it’s a question of how! Teams can research and recommend, and while project teams should always be aware of how external changes could impact their project, the customer is the first place to start to determine the criteria for what they will accept. The definition of done (DoD) must be agreed and updated to customer needs—and this is subject to change in an adaptive project!","III.2","Agile","","draft",""
"single_choice","A company executive who is not a key project stakeholder of a project has expressed continued interest and opinions directly to the project team. The key stakeholders are becoming annoyed and perceive the executive to be interfering and causing unwanted noise, but the project team finds the executive’s inputs helpful.

What should the team do first?","Ask the product owner to intervene in the conflict.","Add this executive to the team as a key stakeholder.","Discuss what should happen at the next retrospective.","Use Speed B Leas conflict management techniques.","","C","There is a lot happening here that could be beneficial to the project but could also be harmful—the existing stakeholders could feel threatened, or the scope could be changing from what the stakeholders envisioned with the executive’s inputs. The team needs to decide what to do, but with a clear consensus and expert judgment before taking action. A retrospective is about gaining insights for team improvement. All of the options could likely happen as well, but the first thing to do is discuss with the team. If the team agrees that further engagement is desirable, then the team could move on to reclassification of the stakeholder and any resulting conflict management.","I.13
I.9","Hybrid","","draft",""
"multiple_response","An executive in the company who is not a key project stakeholder of a project has expressed continued interest in the project and frequently gives their opinions directly to the project team. The key stakeholders are becoming annoyed and perceive the executive to be interfering, but the project team finds the executive’s inputs helpful.

Which two options are present in this situation? (Choose two)","An intractable/war situation, in the Leas conflict model","A potential conflict","Escalation required","An opportunity","An impediment","B,D","There is a potential conflict here between the key stakeholders and the executives – and also with the team. However, there is an opportunity present in the helpfulness of the executive’s inputs.","II.3
I.9","Hybrid","","draft",""
"single_choice","The executives, managers and coaches of a professional sports team often disagree. On a current project to create a VIP perks program, the product owner gets wildly conflicting inputs from the stakeholders ––9 executives, managers and coaches. The product owner who is new to the organization asks the team for help on making decisions to create the initial product backlog.

What should the team do?","Meet with the stakeholders to brainstorm, allow stakeholders to give their opinions and use active listening and expert judgment to note areas of agreement for use in creating user stories.","Interview the stakeholders separately and then the team and product owner can make the decisions.","Hold a kickoff meeting with all stakeholders, present the conflicting points of view and take notes on the whiteboard. These will become user stories.","Since the stakeholders can’t agree, send them individual surveys to collect data, then write user stories and use voting techniques to prioritize them.","","A","Conflict is a part of decision-making, and it can be an important source of ideation in groups. Especially in an organizational culture that has a lot of inherent conflict, stakeholders may be accustomed to conflict as part of the culture. The kickoff meeting is not the place to resolve problems.","I.1
I.4","Agile","","draft",""
"single_choice","An agile project team is working on improvements to the user experience (UX) for an online newspaper. The team thinks this is a fairly low-risk project, so they forgo a risk assessment and start working. The product owner disagrees and commissions a risk assessment.

Which statement is correct about this scenario?","Project risk is everyone’s responsibility, and the team should not have skipped the risk assessment.","The risk assessment will be completed, so everything is fine.","If the team is correct, the product owner is wasting time and resources.","Risk assessment is the product owner’s responsibility.","","A","Risk is everywhere and inherent in every project or activity. Project risk is everyone’s responsibility. The team, the product owner and the stakeholders should be aware of the various risks of the project in relation to its environment. Whether the risk assessment is a formal or informal method depends on the project context, but some form of risk assessment must be done.","II.3","Agile","","draft",""
"multiple_response","A company initiates a project to replace aging infrastructure by adopting an emerging green technology. The team is forming and having initial conversations about how to approach the project.

Which three of the following will be helpful to the team? (Choose three)","Benefits management plan","Business case","Initial risk assessment","Benefit-cost analysis","Team charter","B,C,E","The most helpful assets to a newly forming team on a project with high risk are the business case, an initial risk assessment and the team charter. These documents state why the business needs or wants the project and helps determine the resources needed, the inherent risk in undertaking the project, and the terms of working together. The benefit-cost analysis helps compare the proposed benefits to the costs—so this is useful a bit later on. The benefits management plan should start to be formed at this stage, but this is a summary of what the expected benefits are from updating the infrastructure and adopting the new technology, as well as how they will be delivered to and measured by the business.","I.6
I.8
I.10","Agile","","draft",""
"single_choice","A tech startup has four projects authorized and running:

1. Customer experience (CX) app development with executive stakeholders
2. Third-party app development with new vendors
3. Project with global team members who speak six languages
4. Game development using experimental technology

Which statement about risk and quality is correct?","All of these projects contain the same risk and are subject to the same quality standards because they are in the same organization.","These projects all contain inherent risk and require unique quality metrics.","The project using experimental technology has the highest level of risk and quality standards.","The quality requirements for technology depend on external regulations. So the multilingual project team presents the lowest risk.","","B","Each project has unique risk and quality requirements and contexts, and they can rarely be compared with one another--even if they are in the same organization!","II.7
II.3","Agile","","draft",""
